날짜 및 시간 : 2025-07-16 11:57:42, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 714, 내부 CO2농도 : 0.040, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:05, 내부 온도 : 29, 외부 온도 : 9, 내부 습도 : 50, 외부 광량 : 695, 내부 CO2농도 : 0.055, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:57:05, 내부 온도 : 19, 외부 온도 : 14, 내부 습도 : 59, 외부 광량 : 529, 내부 CO2농도 : 0.037, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:05, 내부 온도 : 21, 외부 온도 : 6, 내부 습도 : 57, 외부 광량 : 628, 내부 CO2농도 : 0.051, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:07, 내부 온도 : 18, 외부 온도 : 16, 내부 습도 : 56, 외부 광량 : 550, 내부 CO2농도 : 0.037, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:57:09, 내부 온도 : 24, 외부 온도 : 8, 내부 습도 : 55, 외부 광량 : 589, 내부 CO2농도 : 0.099, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:57:11, 내부 온도 : 21, 외부 온도 : 18, 내부 습도 : 55, 외부 광량 : 549, 내부 CO2농도 : 0.068, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:13, 내부 온도 : 26, 외부 온도 : 8, 내부 습도 : 56, 외부 광량 : 527, 내부 CO2농도 : 0.031, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:57:15, 내부 온도 : 26, 외부 온도 : 11, 내부 습도 : 50, 외부 광량 : 604, 내부 CO2농도 : 0.073, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:57:17, 내부 온도 : 18, 외부 온도 : 13, 내부 습도 : 53, 외부 광량 : 591, 내부 CO2농도 : 0.058, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:19, 내부 온도 : 19, 외부 온도 : 9, 내부 습도 : 57, 외부 광량 : 561, 내부 CO2농도 : 0.079, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:21, 내부 온도 : 27, 외부 온도 : 21, 내부 습도 : 50, 외부 광량 : 542, 내부 CO2농도 : 0.053, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:23, 내부 온도 : 18, 외부 온도 : 3, 내부 습도 : 60, 외부 광량 : 596, 내부 CO2농도 : 0.042, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:57:25, 내부 온도 : 22, 외부 온도 : 10, 내부 습도 : 58, 외부 광량 : 687, 내부 CO2농도 : 0.082, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:57:27, 내부 온도 : 21, 외부 온도 : 15, 내부 습도 : 52, 외부 광량 : 515, 내부 CO2농도 : 0.066, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:29, 내부 온도 : 22, 외부 온도 : 16, 내부 습도 : 55, 외부 광량 : 535, 내부 CO2농도 : 0.077, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:57:31, 내부 온도 : 23, 외부 온도 : 10, 내부 습도 : 55, 외부 광량 : 571, 내부 CO2농도 : 0.073, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:57:33, 내부 온도 : 29, 외부 온도 : 11, 내부 습도 : 60, 외부 광량 : 673, 내부 CO2농도 : 0.060, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:35, 내부 온도 : 29, 외부 온도 : 6, 내부 습도 : 52, 외부 광량 : 678, 내부 CO2농도 : 0.082, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:37, 내부 온도 : 29, 외부 온도 : 12, 내부 습도 : 52, 외부 광량 : 677, 내부 CO2농도 : 0.061, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:57:39, 내부 온도 : 30, 외부 온도 : 5, 내부 습도 : 58, 외부 광량 : 686, 내부 CO2농도 : 0.083, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:41, 내부 온도 : 26, 외부 온도 : 16, 내부 습도 : 60, 외부 광량 : 573, 내부 CO2농도 : 0.070, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:57:43, 내부 온도 : 18, 외부 온도 : 20, 내부 습도 : 50, 외부 광량 : 670, 내부 CO2농도 : 0.088, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:57:45, 내부 온도 : 20, 외부 온도 : 16, 내부 습도 : 51, 외부 광량 : 600, 내부 CO2농도 : 0.029, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:57:47, 내부 온도 : 25, 외부 온도 : 13, 내부 습도 : 56, 외부 광량 : 619, 내부 CO2농도 : 0.084, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:57:49, 내부 온도 : 20, 외부 온도 : 1, 내부 습도 : 56, 외부 광량 : 638, 내부 CO2농도 : 0.082, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:57:51, 내부 온도 : 23, 외부 온도 : 15, 내부 습도 : 59, 외부 광량 : 522, 내부 CO2농도 : 0.033, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:57:53, 내부 온도 : 20, 외부 온도 : 14, 내부 습도 : 55, 외부 광량 : 688, 내부 CO2농도 : 0.043, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:55, 내부 온도 : 18, 외부 온도 : 8, 내부 습도 : 51, 외부 광량 : 585, 내부 CO2농도 : 0.074, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:57:57, 내부 온도 : 22, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 506, 내부 CO2농도 : 0.046, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:57:59, 내부 온도 : 30, 외부 온도 : 5, 내부 습도 : 55, 외부 광량 : 636, 내부 CO2농도 : 0.030, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:58:01, 내부 온도 : 18, 외부 온도 : 3, 내부 습도 : 52, 외부 광량 : 556, 내부 CO2농도 : 0.021, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:58:03, 내부 온도 : 22, 외부 온도 : 1, 내부 습도 : 59, 외부 광량 : 519, 내부 CO2농도 : 0.058, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:05, 내부 온도 : 24, 외부 온도 : 18, 내부 습도 : 54, 외부 광량 : 537, 내부 CO2농도 : 0.097, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:07, 내부 온도 : 27, 외부 온도 : 5, 내부 습도 : 56, 외부 광량 : 604, 내부 CO2농도 : 0.050, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:58:09, 내부 온도 : 29, 외부 온도 : 4, 내부 습도 : 57, 외부 광량 : 612, 내부 CO2농도 : 0.058, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:58:11, 내부 온도 : 20, 외부 온도 : 17, 내부 습도 : 60, 외부 광량 : 632, 내부 CO2농도 : 0.050, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:13, 내부 온도 : 25, 외부 온도 : 20, 내부 습도 : 50, 외부 광량 : 618, 내부 CO2농도 : 0.058, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:58:15, 내부 온도 : 20, 외부 온도 : 15, 내부 습도 : 59, 외부 광량 : 703, 내부 CO2농도 : 0.087, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:58:17, 내부 온도 : 25, 외부 온도 : 8, 내부 습도 : 50, 외부 광량 : 658, 내부 CO2농도 : 0.064, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:58:19, 내부 온도 : 25, 외부 온도 : 4, 내부 습도 : 59, 외부 광량 : 550, 내부 CO2농도 : 0.022, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:21, 내부 온도 : 29, 외부 온도 : 11, 내부 습도 : 55, 외부 광량 : 635, 내부 CO2농도 : 0.068, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:58:23, 내부 온도 : 30, 외부 온도 : 12, 내부 습도 : 58, 외부 광량 : 523, 내부 CO2농도 : 0.042, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:58:25, 내부 온도 : 23, 외부 온도 : 20, 내부 습도 : 57, 외부 광량 : 618, 내부 CO2농도 : 0.059, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:37, 내부 온도 : 22, 외부 온도 : 9, 내부 습도 : 58, 외부 광량 : 515, 내부 CO2농도 : 0.050, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:38, 내부 온도 : 21, 외부 온도 : 2, 내부 습도 : 59, 외부 광량 : 597, 내부 CO2농도 : 0.061, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:38, 내부 온도 : 24, 외부 온도 : 4, 내부 습도 : 54, 외부 광량 : 528, 내부 CO2농도 : 0.082, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:58, 내부 온도 : 30, 외부 온도 : 16, 내부 습도 : 60, 외부 광량 : 572, 내부 CO2농도 : 0.090, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:58:58, 내부 온도 : 21, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 657, 내부 CO2농도 : 0.092, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:58:58, 내부 온도 : 30, 외부 온도 : 10, 내부 습도 : 53, 외부 광량 : 693, 내부 CO2농도 : 0.073, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:58:59, 내부 온도 : 19, 외부 온도 : 8, 내부 습도 : 53, 외부 광량 : 600, 내부 CO2농도 : 0.066, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:58:59, 내부 온도 : 30, 외부 온도 : 20, 내부 습도 : 50, 외부 광량 : 658, 내부 CO2농도 : 0.038, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:58:59, 내부 온도 : 23, 외부 온도 : 19, 내부 습도 : 52, 외부 광량 : 536, 내부 CO2농도 : 0.054, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:59:00, 내부 온도 : 19, 외부 온도 : 11, 내부 습도 : 59, 외부 광량 : 658, 내부 CO2농도 : 0.064, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:59:00, 내부 온도 : 22, 외부 온도 : 1, 내부 습도 : 55, 외부 광량 : 567, 내부 CO2농도 : 0.026, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:59:00, 내부 온도 : 27, 외부 온도 : 8, 내부 습도 : 55, 외부 광량 : 513, 내부 CO2농도 : 0.061, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 16:59:20, 내부 온도 : 21, 외부 온도 : 5, 내부 습도 : 53, 외부 광량 : 550, 내부 CO2농도 : 0.048, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 16:59:20, 내부 온도 : 23, 외부 온도 : 9, 내부 습도 : 50, 외부 광량 : 633, 내부 CO2농도 : 0.077, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:59:20, 내부 온도 : 19, 외부 온도 : 20, 내부 습도 : 57, 외부 광량 : 509, 내부 CO2농도 : 0.057, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 16:59:20, 내부 온도 : 19, 외부 온도 : 14, 내부 습도 : 50, 외부 광량 : 595, 내부 CO2농도 : 0.095, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 16:59:22, 내부 온도 : 18, 외부 온도 : 12, 내부 습도 : 58, 외부 광량 : 704, 내부 CO2농도 : 0.063, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:19, 내부 온도 : 29, 외부 온도 : 7, 내부 습도 : 54, 외부 광량 : 538, 내부 CO2농도 : 0.092, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 17:00:20, 내부 온도 : 27, 외부 온도 : 20, 내부 습도 : 53, 외부 광량 : 704, 내부 CO2농도 : 0.025, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:20, 내부 온도 : 21, 외부 온도 : 13, 내부 습도 : 54, 외부 광량 : 661, 내부 CO2농도 : 0.047, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 17:00:41, 내부 온도 : 26, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 552, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:41, 내부 온도 : 24, 외부 온도 : 15, 내부 습도 : 52, 외부 광량 : 590, 내부 CO2농도 : 0.044, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 17:00:41, 내부 온도 : 26, 외부 온도 : 6, 내부 습도 : 50, 외부 광량 : 637, 내부 CO2농도 : 0.033, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:42, 내부 온도 : 23, 외부 온도 : 9, 내부 습도 : 55, 외부 광량 : 709, 내부 CO2농도 : 0.026, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:42, 내부 온도 : 30, 외부 온도 : 2, 내부 습도 : 50, 외부 광량 : 675, 내부 CO2농도 : 0.099, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:42, 내부 온도 : 26, 외부 온도 : 16, 내부 습도 : 59, 외부 광량 : 502, 내부 CO2농도 : 0.036, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:43, 내부 온도 : 26, 외부 온도 : 0, 내부 습도 : 52, 외부 광량 : 709, 내부 CO2농도 : 0.069, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 17:00:43, 내부 온도 : 20, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 613, 내부 CO2농도 : 0.096, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:43, 내부 온도 : 27, 외부 온도 : 15, 내부 습도 : 60, 외부 광량 : 704, 내부 CO2농도 : 0.096, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:56, 내부 온도 : 23, 외부 온도 : 15, 내부 습도 : 60, 외부 광량 : 706, 내부 CO2농도 : 0.021, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:57, 내부 온도 : 28, 외부 온도 : 16, 내부 습도 : 50, 외부 광량 : 633, 내부 CO2농도 : 0.035, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 17:00:58, 내부 온도 : 29, 외부 온도 : 19, 내부 습도 : 52, 외부 광량 : 698, 내부 CO2농도 : 0.084, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 19:49:55, 내부 온도 : 19, 외부 온도 : 7, 내부 습도 : 50, 외부 광량 : 697, 내부 CO2농도 : 0.037, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 19:49:56, 내부 온도 : 23, 외부 온도 : 11, 내부 습도 : 59, 외부 광량 : 616, 내부 CO2농도 : 0.042, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 19:50:01, 내부 온도 : 25, 외부 온도 : 20, 내부 습도 : 60, 외부 광량 : 557, 내부 CO2농도 : 0.031, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 19:50:06, 내부 온도 : 18, 외부 온도 : 14, 내부 습도 : 52, 외부 광량 : 607, 내부 CO2농도 : 0.056, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 19:50:11, 내부 온도 : 20, 외부 온도 : 18, 내부 습도 : 56, 외부 광량 : 648, 내부 CO2농도 : 0.090, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 19:50:16, 내부 온도 : 25, 외부 온도 : 0, 내부 습도 : 59, 외부 광량 : 652, 내부 CO2농도 : 0.085, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 19:50:21, 내부 온도 : 30, 외부 온도 : 1, 내부 습도 : 54, 외부 광량 : 568, 내부 CO2농도 : 0.084, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 19:50:26, 내부 온도 : 30, 외부 온도 : 7, 내부 습도 : 59, 외부 광량 : 506, 내부 CO2농도 : 0.040, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 19:50:31, 내부 온도 : 25, 외부 온도 : 12, 내부 습도 : 56, 외부 광량 : 525, 내부 CO2농도 : 0.052, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 19:50:36, 내부 온도 : 26, 외부 온도 : 12, 내부 습도 : 60, 외부 광량 : 577, 내부 CO2농도 : 0.068, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 19:50:41, 내부 온도 : 18, 외부 온도 : 1, 내부 습도 : 57, 외부 광량 : 571, 내부 CO2농도 : 0.041, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 19:50:46, 내부 온도 : 24, 외부 온도 : 8, 내부 습도 : 54, 외부 광량 : 537, 내부 CO2농도 : 0.078, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 19:50:51, 내부 온도 : 22, 외부 온도 : 8, 내부 습도 : 52, 외부 광량 : 564, 내부 CO2농도 : 0.082, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 19:50:56, 내부 온도 : 23, 외부 온도 : 14, 내부 습도 : 50, 외부 광량 : 609, 내부 CO2농도 : 0.051, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:00:40, 내부 온도 : 30, 외부 온도 : 7, 내부 습도 : 54, 외부 광량 : 650, 내부 CO2농도 : 0.052, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:00:40, 내부 온도 : 19, 외부 온도 : 4, 내부 습도 : 50, 외부 광량 : 680, 내부 CO2농도 : 0.081, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:00:45, 내부 온도 : 20, 외부 온도 : 15, 내부 습도 : 59, 외부 광량 : 690, 내부 CO2농도 : 0.054, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:00:50, 내부 온도 : 25, 외부 온도 : 8, 내부 습도 : 58, 외부 광량 : 586, 내부 CO2농도 : 0.030, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:00:55, 내부 온도 : 23, 외부 온도 : 3, 내부 습도 : 59, 외부 광량 : 647, 내부 CO2농도 : 0.078, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:01:00, 내부 온도 : 19, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 668, 내부 CO2농도 : 0.087, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:01:05, 내부 온도 : 21, 외부 온도 : 11, 내부 습도 : 51, 외부 광량 : 705, 내부 CO2농도 : 0.057, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:01:10, 내부 온도 : 25, 외부 온도 : 13, 내부 습도 : 59, 외부 광량 : 572, 내부 CO2농도 : 0.081, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:01:15, 내부 온도 : 26, 외부 온도 : 8, 내부 습도 : 58, 외부 광량 : 597, 내부 CO2농도 : 0.042, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:01:20, 내부 온도 : 29, 외부 온도 : 14, 내부 습도 : 60, 외부 광량 : 606, 내부 CO2농도 : 0.090, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:01:25, 내부 온도 : 19, 외부 온도 : 2, 내부 습도 : 60, 외부 광량 : 521, 내부 CO2농도 : 0.070, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:01:30, 내부 온도 : 21, 외부 온도 : 11, 내부 습도 : 57, 외부 광량 : 573, 내부 CO2농도 : 0.058, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:01:35, 내부 온도 : 30, 외부 온도 : 19, 내부 습도 : 50, 외부 광량 : 655, 내부 CO2농도 : 0.059, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:04:47, 내부 온도 : 20, 외부 온도 : 15, 내부 습도 : 60, 외부 광량 : 665, 내부 CO2농도 : 0.028, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:04:53, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 53, 외부 광량 : 671, 내부 CO2농도 : 0.065, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:13:00, 내부 온도 : 27, 외부 온도 : 14, 내부 습도 : 56, 외부 광량 : 532, 내부 CO2농도 : 0.053, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:13:02, 내부 온도 : 19, 외부 온도 : 9, 내부 습도 : 53, 외부 광량 : 534, 내부 CO2농도 : 0.035, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:20:16, 내부 온도 : 23, 외부 온도 : 0, 내부 습도 : 60, 외부 광량 : 673, 내부 CO2농도 : 0.060, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:22:18, 내부 온도 : 20, 외부 온도 : 9, 내부 습도 : 52, 외부 광량 : 551, 내부 CO2농도 : 0.055, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:22:19, 내부 온도 : 30, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 713, 내부 CO2농도 : 0.080, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:22:24, 내부 온도 : 26, 외부 온도 : 2, 내부 습도 : 55, 외부 광량 : 678, 내부 CO2농도 : 0.079, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:26:47, 내부 온도 : 30, 외부 온도 : 0, 내부 습도 : 59, 외부 광량 : 569, 내부 CO2농도 : 0.035, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:26:47, 내부 온도 : 24, 외부 온도 : 17, 내부 습도 : 59, 외부 광량 : 625, 내부 CO2농도 : 0.031, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:32:11, 내부 온도 : 19, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 571, 내부 CO2농도 : 0.057, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:32:11, 내부 온도 : 20, 외부 온도 : 20, 내부 습도 : 59, 외부 광량 : 527, 내부 CO2농도 : 0.052, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:36:25, 내부 온도 : 23, 외부 온도 : 8, 내부 습도 : 55, 외부 광량 : 543, 내부 CO2농도 : 0.058, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:37:15, 내부 온도 : 27, 외부 온도 : 13, 내부 습도 : 51, 외부 광량 : 583, 내부 CO2농도 : 0.036, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:37:20, 내부 온도 : 21, 외부 온도 : 17, 내부 습도 : 51, 외부 광량 : 689, 내부 CO2농도 : 0.068, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:37:46, 내부 온도 : 26, 외부 온도 : 6, 내부 습도 : 51, 외부 광량 : 540, 내부 CO2농도 : 0.083, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:37:46, 내부 온도 : 28, 외부 온도 : 7, 내부 습도 : 57, 외부 광량 : 617, 내부 CO2농도 : 0.091, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-24 20:37:51, 내부 온도 : 30, 외부 온도 : 3, 내부 습도 : 59, 외부 광량 : 701, 내부 CO2농도 : 0.080, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:37:56, 내부 온도 : 23, 외부 온도 : 2, 내부 습도 : 58, 외부 광량 : 703, 내부 CO2농도 : 0.064, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:38:01, 내부 온도 : 21, 외부 온도 : 20, 내부 습도 : 60, 외부 광량 : 596, 내부 CO2농도 : 0.075, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-24 20:38:06, 내부 온도 : 18, 외부 온도 : 1, 내부 습도 : 53, 외부 광량 : 560, 내부 CO2농도 : 0.059, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-24 20:38:11, 내부 온도 : 28, 외부 온도 : 10, 내부 습도 : 58, 외부 광량 : 649, 내부 CO2농도 : 0.041, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:38:16, 내부 온도 : 23, 외부 온도 : 6, 내부 습도 : 51, 외부 광량 : 501, 내부 CO2농도 : 0.073, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-24 20:38:21, 내부 온도 : 23, 외부 온도 : 6, 내부 습도 : 58, 외부 광량 : 663, 내부 CO2농도 : 0.040, 내부 O2농도 : 6
